ServiceStationNo,ObservationNo,PriceDate,PriceTime
323,10177,2023-02-17,11:15
327,10178,2023-02-17,11:15
1862,10179,2023-02-17,11:15
346,10180,2023-02-17,11:15
313,10181,2023-02-17,11:15
351,10182,2023-02-17,11:15
484,10183,2023-02-17,11:15
314,10184,2023-02-17,11:15
1733,10185,2023-02-17,11:18
286,10186,2023-02-17,11:20
330,10187,2023-02-17,11:20
347,10188,2023-02-17,11:20
1557,10189,2023-02-17,11:20
742,10190,2023-02-17,11:21
1390,10191,2023-02-17,11:27
1223,10192,2023-02-17,11:30
1184,10193,2023-02-17,11:31
1106,10194,2023-02-17,11:31
460,10195,2023-02-17,11:31
1618,10196,2023-02-17,11:32
2046,10197,2023-02-17,11:33
277,10198,2023-02-17,11:35
1659,10199,2023-02-17,11:35
1446,10200,2023-02-17,11:36
702,10201,2023-02-17,11:41
1961,10202,2023-02-17,11:45
632,10203,2023-02-17,11:45
870,10204,2023-02-17,11:46
1961,10205,2023-02-17,11:46
1040,10206,2023-02-17,11:50
1268,10207,2023-02-17,11:53
2047,10208,2023-02-17,12:00
977,10209,2023-02-17,12:00
764,10210,2023-02-17,12:00
330,10211,2023-02-17,12:00
501,10212,2023-02-17,12:00
1717,10213,2023-02-17,12:00
1399,10214,2023-02-17,12:00
394,10215,2023-02-17,12:02
448,10216,2023-02-17,12:04
305,10217,2023-02-17,12:04
1652,10218,2023-02-17,12:04
2048,10219,2023-02-17,12:08
1241,10220,2023-02-17,12:14
1672,10221,2023-02-17,12:14
774,10222,2023-02-17,12:14
425,10223,2023-02-17,12:17
849,10224,2023-02-17,12:18
849,10225,2023-02-17,12:18
1576,10226,2023-02-17,12:19
44,10227,2023-02-17,12:19
275,10228,2023-02-17,12:20
1612,10229,2023-02-17,12:20
764,10230,2023-02-17,12:20
745,10231,2023-02-17,12:20
849,10232,2023-02-17,12:22
69,10233,2023-02-17,12:22
70,10234,2023-02-17,12:22
556,10235,2023-02-17,12:22
1584,10236,2023-02-17,12:23
1615,10237,2023-02-17,12:23
849,10238,2023-02-17,12:24
1056,10239,2023-02-17,12:26
999,10240,2023-02-17,12:27
1058,10241,2023-02-17,12:28
62,10242,2023-02-17,12:33
1679,10243,2023-02-17,12:34
837,10244,2023-02-17,12:34
1775,10245,2023-02-17,12:34
1454,10246,2023-02-17,12:34
1821,10247,2023-02-17,12:34
514,10248,2023-02-17,12:34
823,10249,2023-02-17,12:34
1448,10250,2023-02-17,12:34
676,10251,2023-02-17,12:34
1779,10252,2023-02-17,12:34
1786,10253,2023-02-17,12:38
146,10254,2023-02-17,12:38
786,10255,2023-02-17,12:41
625,10256,2023-02-17,12:42
140,10257,2023-02-17,12:42
2049,10258,2023-02-17,12:42
1268,10259,2023-02-17,12:47
358,10260,2023-02-17,12:48
781,10261,2023-02-17,12:49
1454,10262,2023-02-17,12:50
1067,10263,2023-02-17,12:50
1277,10264,2023-02-17,12:50
1452,10265,2023-02-17,12:50
1274,10266,2023-02-17,12:50
1579,10267,2023-02-17,12:50
668,10268,2023-02-17,12:50
437,10269,2023-02-17,12:50
1133,10270,2023-02-17,12:50
1603,10271,2023-02-17,13:00
73,10272,2023-02-17,13:01
446,10273,2023-02-17,13:02
446,10274,2023-02-17,13:02
1361,10275,2023-02-17,13:02
746,10276,2023-02-17,13:02
448,10277,2023-02-17,13:02
449,10278,2023-02-17,13:02
1108,10279,2023-02-17,13:02
1777,10280,2023-02-17,13:02
1777,10281,2023-02-17,13:02
305,10282,2023-02-17,13:02
305,10283,2023-02-17,13:02
527,10284,2023-02-17,13:02
1370,10285,2023-02-17,13:02
1370,10286,2023-02-17,13:02
1471,10287,2023-02-17,13:02
1652,10288,2023-02-17,13:02
217,10289,2023-02-17,13:02
505,10290,2023-02-17,13:04
1117,10291,2023-02-17,13:07
861,10292,2023-02-17,13:08
198,10293,2023-02-17,13:08
1516,10294,2023-02-17,13:08
1450,10295,2023-02-17,13:08
1122,10296,2023-02-17,13:08
1404,10297,2023-02-17,13:08
181,10298,2023-02-17,13:08
178,10299,2023-02-17,13:08
1266,10300,2023-02-17,13:15
716,10301,2023-02-17,13:15
504,10302,2023-02-17,13:15
192,10303,2023-02-17,13:15
501,10304,2023-02-17,13:15
265,10305,2023-02-17,13:15
321,10306,2023-02-17,13:15
2022,10307,2023-02-17,13:15
259,10308,2023-02-17,13:15
90,10309,2023-02-17,13:16
90,10310,2023-02-17,13:16
2050,10311,2023-02-17,13:16
1013,10312,2023-02-17,13:17
860,10313,2023-02-17,13:17
474,10314,2023-02-17,13:18
411,10315,2023-02-17,13:20
1026,10316,2023-02-17,13:20
72,10317,2023-02-17,13:20
1223,10318,2023-02-17,13:20
373,10319,2023-02-17,13:25
769,10320,2023-02-17,13:27
2051,10321,2023-02-17,13:28
1498,10322,2023-02-17,13:28
111,10323,2023-02-17,13:28
870,10324,2023-02-17,13:28
235,10325,2023-02-17,13:31
2052,10326,2023-02-17,13:32
61,10327,2023-02-17,13:34
1459,10328,2023-02-17,13:36
475,10329,2023-02-17,13:36
933,10330,2023-02-17,13:37
630,10331,2023-02-17,13:39
1202,10332,2023-02-17,13:39
794,10333,2023-02-17,13:42
1176,10334,2023-02-17,13:42
1057,10335,2023-02-17,13:43
849,10336,2023-02-17,13:44
849,10337,2023-02-17,13:44
1622,10338,2023-02-17,13:46
66,10339,2023-02-17,13:46
849,10340,2023-02-17,13:46
66,10341,2023-02-17,13:50
849,10342,2023-02-17,13:50
575,10343,2023-02-17,13:51
1594,10344,2023-02-17,13:54
428,10345,2023-02-17,13:56
1701,10346,2023-02-17,14:02
511,10347,2023-02-17,14:02
231,10348,2023-02-17,14:02
527,10349,2023-02-17,14:02
528,10350,2023-02-17,14:02
842,10351,2023-02-17,14:02
1989,10352,2023-02-17,14:02
1461,10353,2023-02-17,14:02
32,10354,2023-02-17,14:03
286,10355,2023-02-17,14:03
1576,10356,2023-02-17,14:04
829,10357,2023-02-17,14:04
146,10358,2023-02-17,14:05
1447,10359,2023-02-17,14:06
2032,10360,2023-02-17,14:08
583,10361,2023-02-17,14:11
975,10362,2023-02-17,14:14
68,10363,2023-02-17,14:14
1441,10364,2023-02-17,14:14
252,10365,2023-02-17,14:15
213,10366,2023-02-17,14:16
68,10367,2023-02-17,14:16
1245,10368,2023-02-17,14:16
175,10369,2023-02-17,14:17
1109,10370,2023-02-17,14:17
78,10371,2023-02-17,14:20
562,10372,2023-02-17,14:22
1421,10373,2023-02-17,14:24
120,10374,2023-02-17,14:29
1884,10375,2023-02-17,14:30
1375,10376,2023-02-17,14:32
1198,10377,2023-02-17,14:33
410,10378,2023-02-17,14:34
652,10379,2023-02-17,14:34
1280,10380,2023-02-17,14:34
289,10381,2023-02-17,14:34
997,10382,2023-02-17,14:34
55,10383,2023-02-17,14:34
1275,10384,2023-02-17,14:34
1515,10385,2023-02-17,14:34
1284,10386,2023-02-17,14:34
845,10387,2023-02-17,14:34
2053,10388,2023-02-17,14:35
119,10389,2023-02-17,14:35
1631,10390,2023-02-17,14:45
118,10391,2023-02-17,14:47
160,10392,2023-02-17,14:48
1363,10393,2023-02-17,14:48
1243,10394,2023-02-17,14:51
997,10395,2023-02-17,14:52
1686,10396,2023-02-17,14:52
854,10397,2023-02-17,14:52
94,10398,2023-02-17,14:56
779,10399,2023-02-17,14:57
1055,10400,2023-02-17,14:57
518,10401,2023-02-17,15:00
2054,10402,2023-02-17,15:00
1536,10403,2023-02-17,15:00
823,10404,2023-02-17,15:02
301,10405,2023-02-17,15:02
62,10406,2023-02-17,15:02
1263,10407,2023-02-17,15:05
208,10408,2023-02-17,15:05
60,10409,2023-02-17,15:06
599,10410,2023-02-17,15:07
2,10411,2023-02-17,15:08
1601,10412,2023-02-17,15:10
1303,10413,2023-02-17,15:10
56,10414,2023-02-17,15:10
56,10415,2023-02-17,15:10
1433,10416,2023-02-17,15:10
1306,10417,2023-02-17,15:10
1601,10418,2023-02-17,15:12
1534,10419,2023-02-17,15:13
2055,10420,2023-02-17,15:14
1612,10421,2023-02-17,15:15
78,10422,2023-02-17,15:15
192,10423,2023-02-17,15:15
2022,10424,2023-02-17,15:15
26,10425,2023-02-17,15:15
484,10426,2023-02-17,15:15
1557,10427,2023-02-17,15:15
1695,10428,2023-02-17,15:20
147,10429,2023-02-17,15:20
1865,10430,2023-02-17,15:20
824,10431,2023-02-17,15:22
81,10432,2023-02-17,15:23
1200,10433,2023-02-17,15:23
176,10434,2023-02-17,15:23
1695,10435,2023-02-17,15:24
1561,10436,2023-02-17,15:27
1056,10437,2023-02-17,15:27
1159,10438,2023-02-17,15:28
377,10439,2023-02-17,15:35
1184,10440,2023-02-17,15:39
847,10441,2023-02-17,15:40
1594,10442,2023-02-17,15:53
1934,10443,2023-02-17,16:01
511,10444,2023-02-17,16:02
511,10445,2023-02-17,16:02
39,10446,2023-02-17,16:05
1583,10447,2023-02-17,16:05
1800,10448,2023-02-17,16:09
96,10449,2023-02-17,16:10
552,10450,2023-02-17,16:11
1200,10451,2023-02-17,16:13
2032,10452,2023-02-17,16:14
258,10453,2023-02-17,16:15
800,10454,2023-02-17,16:15
802,10455,2023-02-17,16:15
665,10456,2023-02-17,16:15
1902,10457,2023-02-17,16:17
93,10458,2023-02-17,16:18
140,10459,2023-02-17,16:21
1021,10460,2023-02-17,16:24
1516,10461,2023-02-17,16:34
1454,10462,2023-02-17,16:34
832,10463,2023-02-17,16:34
861,10464,2023-02-17,16:34
574,10465,2023-02-17,16:35
299,10466,2023-02-17,16:35
1137,10467,2023-02-17,16:36
778,10468,2023-02-17,16:38
1428,10469,2023-02-17,16:44
123,10470,2023-02-17,16:45
593,10471,2023-02-17,16:47
280,10472,2023-02-17,16:48
280,10473,2023-02-17,16:48
1464,10474,2023-02-17,16:48
447,10475,2023-02-17,16:48
447,10476,2023-02-17,16:48
304,10477,2023-02-17,16:48
513,10478,2023-02-17,16:48
472,10479,2023-02-17,16:48
472,10480,2023-02-17,16:48
1472,10481,2023-02-17,16:48
1472,10482,2023-02-17,16:48
398,10483,2023-02-17,16:48
989,10484,2023-02-17,16:48
989,10485,2023-02-17,16:48
388,10486,2023-02-17,16:50
2056,10487,2023-02-17,16:55
543,10488,2023-02-17,17:01
542,10489,2023-02-17,17:02
544,10490,2023-02-17,17:02
282,10491,2023-02-17,17:03
422,10492,2023-02-17,17:03
952,10493,2023-02-17,17:04
941,10494,2023-02-17,17:04
725,10495,2023-02-17,17:04
725,10496,2023-02-17,17:04
462,10497,2023-02-17,17:04
1648,10498,2023-02-17,17:04
730,10499,2023-02-17,17:04
730,10500,2023-02-17,17:04
1541,10501,2023-02-17,17:04
987,10502,2023-02-17,17:04
987,10503,2023-02-17,17:04
1318,10504,2023-02-17,17:04
753,10505,2023-02-17,17:04
398,10506,2023-02-17,17:04
473,10507,2023-02-17,17:04
533,10508,2023-02-17,17:04
957,10509,2023-02-17,17:04
957,10510,2023-02-17,17:04
137,10511,2023-02-17,17:04
138,10512,2023-02-17,17:04
389,10513,2023-02-17,17:04
1614,10514,2023-02-17,17:04
222,10515,2023-02-17,17:10
1612,10516,2023-02-17,17:15
1667,10517,2023-02-17,17:15
1870,10518,2023-02-17,17:15
484,10519,2023-02-17,17:15
423,10520,2023-02-17,17:15
1865,10521,2023-02-17,17:15
555,10522,2023-02-17,17:16
1767,10523,2023-02-17,17:18
398,10524,2023-02-17,17:18
494,10525,2023-02-17,17:20
103,10526,2023-02-17,17:20
103,10527,2023-02-17,17:20
96,10528,2023-02-17,17:24
1023,10529,2023-02-17,17:28
1715,10530,2023-02-17,17:30
63,10531,2023-02-17,17:30
105,10532,2023-02-17,17:30
224,10533,2023-02-17,17:30
64,10534,2023-02-17,17:30
766,10535,2023-02-17,17:30
427,10536,2023-02-17,17:30
95,10537,2023-02-17,17:30
1024,10538,2023-02-17,17:30
1303,10539,2023-02-17,17:30
144,10540,2023-02-17,17:30
845,10541,2023-02-17,17:30
1695,10542,2023-02-17,17:30
1141,10543,2023-02-17,17:30
67,10544,2023-02-17,17:30
1304,10545,2023-02-17,17:30
562,10546,2023-02-17,17:32
782,10547,2023-02-17,17:32
1738,10548,2023-02-17,17:32
48,10549,2023-02-17,17:32
300,10550,2023-02-17,17:32
1828,10551,2023-02-17,17:32
767,10552,2023-02-17,17:32
52,10553,2023-02-17,17:32
216,10554,2023-02-17,17:32
1564,10555,2023-02-17,17:32
405,10556,2023-02-17,17:32
975,10557,2023-02-17,17:32
88,10558,2023-02-17,17:32
1494,10559,2023-02-17,17:32
1142,10560,2023-02-17,17:32
56,10561,2023-02-17,17:32
1093,10562,2023-02-17,17:32
2057,10563,2023-02-17,17:32
1498,10564,2023-02-17,17:32
1970,10565,2023-02-17,17:32
353,10566,2023-02-17,17:32
870,10567,2023-02-17,17:32
106,10568,2023-02-17,17:32
536,10569,2023-02-17,17:32
89,10570,2023-02-17,17:32
85,10571,2023-02-17,17:32
995,10572,2023-02-17,17:32
549,10573,2023-02-17,17:32
1573,10574,2023-02-17,17:32
47,10575,2023-02-17,17:32
888,10576,2023-02-17,17:34
66,10577,2023-02-17,17:34
1433,10578,2023-02-17,17:34
1596,10579,2023-02-17,17:34
403,10580,2023-02-17,17:34
849,10581,2023-02-17,17:34
92,10582,2023-02-17,17:34
1628,10583,2023-02-17,17:36
36,10584,2023-02-17,17:43
1892,10585,2023-02-17,17:46
13,10586,2023-02-17,17:46
166,10587,2023-02-17,17:49
167,10588,2023-02-17,17:49
357,10589,2023-02-17,17:50
1329,10590,2023-02-17,17:56
1402,10591,2023-02-17,18:01
9,10592,2023-02-17,18:01
15,10593,2023-02-17,18:03
14,10594,2023-02-17,18:04
1411,10595,2023-02-17,18:12
887,10596,2023-02-17,18:12
1983,10597,2023-02-17,18:12
261,10598,2023-02-17,18:12
1309,10599,2023-02-17,18:12
12,10600,2023-02-17,18:13
259,10601,2023-02-17,18:15
1932,10602,2023-02-17,18:15
26,10603,2023-02-17,18:15
1612,10604,2023-02-17,18:15
23,10605,2023-02-17,18:17
1867,10606,2023-02-17,18:20
893,10607,2023-02-17,18:20
1243,10608,2023-02-17,18:26
1993,10609,2023-02-17,18:30
2058,10610,2023-02-17,18:34
96,10611,2023-02-17,18:34
1358,10612,2023-02-17,18:34
26,10613,2023-02-17,18:35
96,10614,2023-02-17,18:36
96,10615,2023-02-17,18:36
1301,10616,2023-02-17,18:36
1358,10617,2023-02-17,18:38
58,10618,2023-02-17,18:38
58,10619,2023-02-17,18:40
58,10620,2023-02-17,18:40
867,10621,2023-02-17,18:48
1134,10622,2023-02-17,18:49
1522,10623,2023-02-17,18:57
1872,10624,2023-02-17,19:02
1872,10625,2023-02-17,19:04
68,10626,2023-02-17,19:04
1170,10627,2023-02-17,19:07
18,10628,2023-02-17,19:07
68,10629,2023-02-17,19:08
355,10630,2023-02-17,19:15
1,10631,2023-02-17,19:20
569,10632,2023-02-17,19:32
140,10633,2023-02-17,19:51
575,10634,2023-02-17,19:57
282,10635,2023-02-17,20:03
2,10636,2023-02-17,20:04
100,10637,2023-02-17,20:06
667,10638,2023-02-17,20:09
1606,10639,2023-02-17,20:30
11,10640,2023-02-17,20:32
829,10641,2023-02-17,20:34
206,10642,2023-02-17,20:53
597,10643,2023-02-17,20:54
340,10644,2023-02-17,20:56
27,10645,2023-02-17,20:58
428,10646,2023-02-17,21:00
583,10647,2023-02-17,21:01
295,10648,2023-02-17,21:06
543,10649,2023-02-17,21:08
586,10650,2023-02-17,21:09
544,10651,2023-02-17,21:34
1522,10652,2023-02-17,21:52
542,10653,2023-02-17,21:59
569,10654,2023-02-17,22:02
30,10655,2023-02-17,22:42
1799,10656,2023-02-17,22:45
428,10657,2023-02-17,22:51
340,10658,2023-02-17,22:51
282,10659,2023-02-17,22:53
583,10660,2023-02-17,22:55
575,10661,2023-02-17,22:56
422,10662,2023-02-17,23:03
1084,10663,2023-02-17,23:05
589,10664,2023-02-17,23:07
591,10665,2023-02-17,23:12
519,10666,2023-02-17,23:20
588,10667,2023-02-17,23:26
23,10668,2023-02-17,23:31
588,10669,2023-02-17,23:32
1,10670,2023-02-17,23:35
214,10671,2023-02-18,00:06
214,10672,2023-02-18,00:06
216,10673,2023-02-18,00:06
1518,10674,2023-02-18,00:06
958,10675,2023-02-18,00:08
1137,10676,2023-02-18,00:18
2,10677,2023-02-18,00:37
1361,10678,2023-02-18,01:06
525,10679,2023-02-18,01:07
232,10680,2023-02-18,01:07
83,10681,2023-02-18,01:46
586,10682,2023-02-18,04:38
12,10683,2023-02-18,04:53
11,10684,2023-02-18,04:58
14,10685,2023-02-18,04:59
357,10686,2023-02-18,05:00
15,10687,2023-02-18,05:01
9,10688,2023-02-18,05:02
581,10689,2023-02-18,05:04
13,10690,2023-02-18,05:04
30,10691,2023-02-18,05:24
1344,10692,2023-02-18,05:44
32,10693,2023-02-18,05:53
663,10694,2023-02-18,05:58
27,10695,2023-02-18,05:59
1252,10696,2023-02-18,06:08
1615,10697,2023-02-18,06:08
190,10698,2023-02-18,06:14
1319,10699,2023-02-18,06:16
20,10700,2023-02-18,06:18
616,10701,2023-02-18,06:21
581,10702,2023-02-18,06:25
295,10703,2023-02-18,06:28
1396,10704,2023-02-18,06:35
1265,10705,2023-02-18,06:35
1096,10706,2023-02-18,06:38
2003,10707,2023-02-18,06:49
1055,10708,2023-02-18,06:58
1358,10709,2023-02-18,07:00
214,10710,2023-02-18,07:08
1061,10711,2023-02-18,07:08
1062,10712,2023-02-18,07:08
1495,10713,2023-02-18,07:08
45,10714,2023-02-18,07:10
45,10715,2023-02-18,07:10
286,10716,2023-02-18,07:13
972,10717,2023-02-18,07:14
972,10718,2023-02-18,07:14
1862,10719,2023-02-18,07:15
250,10720,2023-02-18,07:15
1492,10721,2023-02-18,07:16
1492,10722,2023-02-18,07:16
1025,10723,2023-02-18,07:17
383,10724,2023-02-18,07:17
18,10725,2023-02-18,07:20
2059,10726,2023-02-18,07:31
884,10727,2023-02-18,07:34
834,10728,2023-02-18,07:35
783,10729,2023-02-18,07:56
1701,10730,2023-02-18,08:02
1701,10731,2023-02-18,08:02
767,10732,2023-02-18,08:02
132,10733,2023-02-18,08:02
767,10734,2023-02-18,08:06
190,10735,2023-02-18,08:08
1252,10736,2023-02-18,08:08
43,10737,2023-02-18,08:10
710,10738,2023-02-18,08:16
1100,10739,2023-02-18,08:20
618,10740,2023-02-18,08:22
1857,10741,2023-02-18,08:23
628,10742,2023-02-18,08:31
742,10743,2023-02-18,08:42
3,10744,2023-02-18,08:44
4,10745,2023-02-18,08:44
568,10746,2023-02-18,08:45
26,10747,2023-02-18,08:45
945,10748,2023-02-18,08:48
621,10749,2023-02-18,08:54
1207,10750,2023-02-18,08:54
150,10751,2023-02-18,08:55
555,10752,2023-02-18,08:59
1816,10753,2023-02-18,09:02
584,10754,2023-02-18,09:04
584,10755,2023-02-18,09:04
1268,10756,2023-02-18,09:06
1228,10757,2023-02-18,09:07
912,10758,2023-02-18,09:17
159,10759,2023-02-18,09:17
143,10760,2023-02-18,09:18
456,10761,2023-02-18,09:20
614,10762,2023-02-18,09:20
1627,10763,2023-02-18,09:20
1414,10764,2023-02-18,09:20
535,10765,2023-02-18,09:20
1143,10766,2023-02-18,09:20
1358,10767,2023-02-18,09:20
61,10768,2023-02-18,09:20
483,10769,2023-02-18,09:20
91,10770,2023-02-18,09:22
166,10771,2023-02-18,09:25
167,10772,2023-02-18,09:25
702,10773,2023-02-18,09:28
62,10774,2023-02-18,09:28
1328,10775,2023-02-18,09:30
2060,10776,2023-02-18,09:36
1450,10777,2023-02-18,09:36
294,10778,2023-02-18,09:37
908,10779,2023-02-18,09:39
340,10780,2023-02-18,09:41
545,10781,2023-02-18,09:41
454,10782,2023-02-18,09:45
378,10783,2023-02-18,09:45
157,10784,2023-02-18,09:45
798,10785,2023-02-18,09:45
409,10786,2023-02-18,09:47
675,10787,2023-02-18,09:48
409,10788,2023-02-18,09:48
238,10789,2023-02-18,09:51
1715,10790,2023-02-18,09:52
1715,10791,2023-02-18,09:52
312,10792,2023-02-18,09:54
228,10793,2023-02-18,09:56
228,10794,2023-02-18,09:56
566,10795,2023-02-18,10:00
697,10796,2023-02-18,10:02
546,10797,2023-02-18,10:02
378,10798,2023-02-18,10:03
991,10799,2023-02-18,10:08
940,10800,2023-02-18,10:13
675,10801,2023-02-18,10:18
358,10802,2023-02-18,10:19
361,10803,2023-02-18,10:19
1025,10804,2023-02-18,10:21
1068,10805,2023-02-18,10:21
871,10806,2023-02-18,10:23
695,10807,2023-02-18,10:24
498,10808,2023-02-18,10:24
1132,10809,2023-02-18,10:25
579,10810,2023-02-18,10:28
1268,10811,2023-02-18,10:30
1268,10812,2023-02-18,10:31
1268,10813,2023-02-18,10:31
1264,10814,2023-02-18,10:34
692,10815,2023-02-18,10:35
1180,10816,2023-02-18,10:36
1179,10817,2023-02-18,10:36
1179,10818,2023-02-18,10:36
1179,10819,2023-02-18,10:36
774,10820,2023-02-18,10:44
713,10821,2023-02-18,10:46
912,10822,2023-02-18,10:46
872,10823,2023-02-18,10:47
724,10824,2023-02-18,10:48
1369,10825,2023-02-18,10:48
750,10826,2023-02-18,10:48
750,10827,2023-02-18,10:48
398,10828,2023-02-18,10:48
382,10829,2023-02-18,10:53
1154,10830,2023-02-18,10:53
90,10831,2023-02-18,10:54
90,10832,2023-02-18,10:54
157,10833,2023-02-18,10:57
1422,10834,2023-02-18,10:58
37,10835,2023-02-18,10:59
169,10836,2023-02-18,11:01
1586,10837,2023-02-18,11:04
941,10838,2023-02-18,11:04
941,10839,2023-02-18,11:04
448,10840,2023-02-18,11:04
448,10841,2023-02-18,11:04
792,10842,2023-02-18,11:04
449,10843,2023-02-18,11:04
449,10844,2023-02-18,11:04
1036,10845,2023-02-18,11:04
1036,10846,2023-02-18,11:04
525,10847,2023-02-18,11:04
263,10848,2023-02-18,11:04
263,10849,2023-02-18,11:04
230,10850,2023-02-18,11:04
1541,10851,2023-02-18,11:04
1541,10852,2023-02-18,11:04
1439,10853,2023-02-18,11:04
466,10854,2023-02-18,11:04
1961,10855,2023-02-18,11:04
1471,10856,2023-02-18,11:04
398,10857,2023-02-18,11:04
473,10858,2023-02-18,11:04
342,10859,2023-02-18,11:04
473,10860,2023-02-18,11:04
473,10861,2023-02-18,11:04
217,10862,2023-02-18,11:04
533,10863,2023-02-18,11:04
533,10864,2023-02-18,11:04
453,10865,2023-02-18,11:04
453,10866,2023-02-18,11:04
837,10867,2023-02-18,11:06
1275,10868,2023-02-18,11:06
2060,10869,2023-02-18,11:06
1284,10870,2023-02-18,11:06
908,10871,2023-02-18,11:09
933,10872,2023-02-18,11:09
795,10873,2023-02-18,11:15
195,10874,2023-02-18,11:15
1480,10875,2023-02-18,11:15
1439,10876,2023-02-18,11:18
1439,10877,2023-02-18,11:18
754,10878,2023-02-18,11:18
468,10879,2023-02-18,11:18
468,10880,2023-02-18,11:18
343,10881,2023-02-18,11:18
695,10882,2023-02-18,11:20
115,10883,2023-02-18,11:22
1329,10884,2023-02-18,11:33
340,10885,2023-02-18,11:33
418,10886,2023-02-18,11:34
418,10887,2023-02-18,11:34
418,10888,2023-02-18,11:34
340,10889,2023-02-18,11:34
340,10890,2023-02-18,11:35
873,10891,2023-02-18,11:36
1014,10892,2023-02-18,11:37
1381,10893,2023-02-18,11:38
100,10894,2023-02-18,11:39
1113,10895,2023-02-18,11:41
413,10896,2023-02-18,11:41
692,10897,2023-02-18,11:42
702,10898,2023-02-18,11:42
667,10899,2023-02-18,11:50
1344,10900,2023-02-18,11:50
870,10901,2023-02-18,11:56
870,10902,2023-02-18,11:56
60,10903,2023-02-18,11:56
60,10904,2023-02-18,11:56
146,10905,2023-02-18,11:59
57,10906,2023-02-18,12:00
57,10907,2023-02-18,12:00
57,10908,2023-02-18,12:00
786,10909,2023-02-18,12:00
59,10910,2023-02-18,12:02
59,10911,2023-02-18,12:04
1781,10912,2023-02-18,12:05
147,10913,2023-02-18,12:14
39,10914,2023-02-18,12:15
1993,10915,2023-02-18,12:15
192,10916,2023-02-18,12:15
247,10917,2023-02-18,12:15
1932,10918,2023-02-18,12:15
1583,10919,2023-02-18,12:15
597,10920,2023-02-18,12:18
1283,10921,2023-02-18,12:20
668,10922,2023-02-18,12:20
1515,10923,2023-02-18,12:20
1867,10924,2023-02-18,12:20
244,10925,2023-02-18,12:20
1781,10926,2023-02-18,12:24
1476,10927,2023-02-18,12:50
854,10928,2023-02-18,12:50
429,10929,2023-02-18,12:50
1059,10930,2023-02-18,12:50
1122,10931,2023-02-18,12:50
2061,10932,2023-02-18,12:50
56,10933,2023-02-18,12:56
56,10934,2023-02-18,12:56
89,10935,2023-02-18,12:56
89,10936,2023-02-18,12:56
1872,10937,2023-02-18,13:02
68,10938,2023-02-18,13:02
1789,10939,2023-02-18,13:02
201,10940,2023-02-18,13:04
858,10941,2023-02-18,13:04
1872,10942,2023-02-18,13:06
1872,10943,2023-02-18,13:06
68,10944,2023-02-18,13:06
1789,10945,2023-02-18,13:06
1789,10946,2023-02-18,13:06
443,10947,2023-02-18,13:10
1122,10948,2023-02-18,13:20
235,10949,2023-02-18,13:21
1243,10950,2023-02-18,13:25
100,10951,2023-02-18,13:27
1903,10952,2023-02-18,13:30
107,10953,2023-02-18,13:30
395,10954,2023-02-18,13:30
1173,10955,2023-02-18,13:34
1588,10956,2023-02-18,13:34
668,10957,2023-02-18,13:34
1515,10958,2023-02-18,13:34
1610,10959,2023-02-18,13:34
1478,10960,2023-02-18,13:34
1138,10961,2023-02-18,13:34
84,10962,2023-02-18,13:34
1445,10963,2023-02-18,13:34
456,10964,2023-02-18,13:34
1193,10965,2023-02-18,13:40
200,10966,2023-02-18,13:50
858,10967,2023-02-18,13:50
435,10968,2023-02-18,13:50
183,10969,2023-02-18,13:50
214,10970,2023-02-18,13:56
216,10971,2023-02-18,13:56
216,10972,2023-02-18,13:56
862,10973,2023-02-18,13:59
214,10974,2023-02-18,14:00
281,10975,2023-02-18,14:00
416,10976,2023-02-18,14:04
1171,10977,2023-02-18,14:07
154,10978,2023-02-18,14:08
1589,10979,2023-02-18,14:14
1589,10980,2023-02-18,14:15
369,10981,2023-02-18,14:15
1038,10982,2023-02-18,14:22
1720,10983,2023-02-18,14:29
1862,10984,2023-02-18,14:30
2062,10985,2023-02-18,14:34
383,10986,2023-02-18,14:35
1287,10987,2023-02-18,14:50
984,10988,2023-02-18,14:50
456,10989,2023-02-18,14:50
154,10990,2023-02-18,14:52
43,10991,2023-02-18,14:57
581,10992,2023-02-18,14:58
873,10993,2023-02-18,15:02
1222,10994,2023-02-18,15:15
795,10995,2023-02-18,15:15
724,10996,2023-02-18,15:18
1369,10997,2023-02-18,15:18
1369,10998,2023-02-18,15:18
734,10999,2023-02-18,15:18
1439,11000,2023-02-18,15:18
1439,11001,2023-02-18,15:18
53,11002,2023-02-18,15:26
1715,11003,2023-02-18,15:26
1715,11004,2023-02-18,15:26
228,11005,2023-02-18,15:26
10,11006,2023-02-18,15:32
280,11007,2023-02-18,15:34
447,11008,2023-02-18,15:34
447,11009,2023-02-18,15:34
1260,11010,2023-02-18,15:34
727,11011,2023-02-18,15:34
748,11012,2023-02-18,15:34
748,11013,2023-02-18,15:34
263,11014,2023-02-18,15:34
750,11015,2023-02-18,15:34
750,11016,2023-02-18,15:34
418,11017,2023-02-18,15:34
418,11018,2023-02-18,15:34
533,11019,2023-02-18,15:34
754,11020,2023-02-18,15:48
754,11021,2023-02-18,15:48
766,11022,2023-02-18,15:58
1071,11023,2023-02-18,15:59
1319,11024,2023-02-18,16:05
1381,11025,2023-02-18,16:08
247,11026,2023-02-18,16:15
1266,11027,2023-02-18,16:25
53,11028,2023-02-18,16:29
103,11029,2023-02-18,16:30
765,11030,2023-02-18,16:30
